MINE_ID,CONTROLLER_ID,CONTROLLER_NAME,OPERATOR_ID,OPERATOR_NAME,CONTRACTOR_ID,DOCUMENT_NO,SUBUNIT_CD,SUBUNIT,ACCIDENT_DT,CAL_YR,CAL_QTR,FISCAL_YR,FISCAL_QTR,ACCIDENT_TIME,DEGREE_INJURY_CD,DEGREE_INJURY,FIPS_STATE_CD,UG_LOCATION_CD,UG_LOCATION,UG_MINING_METHOD_CD,UG_MINING_METHOD,MINING_EQUIP_CD,MINING_EQUIP,EQUIP_MFR_CD,EQUIP_MFR_NAME,EQUIP_MODEL_NO,SHIFT_BEGIN_TIME,CLASSIFICATION_CD,CLASSIFICATION,ACCIDENT_TYPE_CD,ACCIDENT_TYPE,NO_INJURIES,TOT_EXPER,MINE_EXPER,JOB_EXPER,OCCUPATION_CD,OCCUPATION,ACTIVITY_CD,ACTIVITY,INJURY_SOURCE_CD,INJURY_SOURCE,NATURE_INJURY_CD,NATURE_INJURY,INJ_BODY_PART_CD,INJ_BODY_PART,SCHEDULE_CHARGE,DAYS_RESTRICT,DAYS_LOST,TRANS_TERM,RETURN_TO_WORK_DT,IMMED_NOTIFY_CD,IMMED_NOTIFY,INVEST_BEGIN_DT,narrative,CLOSED_DOC_NO,COAL_METAL_IND
4100047,0071891,Vulcan Materials Company,L16168,"Vulcan Construction Materials, LLC",,220242810007,30,MILL OPERATION/PREPARATION PLANT,2024-10-02,2024,4,2025,1,1300.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,09,HANDLING OF MATERIALS,01,Struck against stationary object,1.0,12.96,12.96,12.96,449,"Mine manager, Mine foreman, Mine owner",028,Handling supplies or material,088,"METAL,NEC(PIPE,WIRE,NAIL)",180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0.0,11.0,0.0,N,10/18/2024,? ,NO VALUE FOUND,,"While opening a gate valve, the data plate/tag between the hand wheel and the nut, cut through the employee's glove resulting in a laceration to their right thumb. Their thumb was bandaged and employee was issued restrictions.",320242950001,M
4100055,M00950,J M Huber Corp,0159734,"Huber Carbonates, LLC",,220222270007,30,MILL OPERATION/PREPARATION PLANT,2022-08-03,2022,3,2022,4,1440.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,0.04,0.04,.04,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",092,"Walking, Running",010,"FLOOR,WALKING SURF-NOT UG",330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,9.0,0.0,N,08/12/2022,? ,NO VALUE FOUND,,"On 8/3/2022 The Process Operator was working at Unit 3 operating the auto packaging system. At 2:40pm EE went to the bathroom at unit 3, upon leaving the bathroom EE missed the step and rolled EE's ankle. The Supervisor went and picked EE up and took EE to the minor emergency room. They did x rays and determined it was a sprained ankle with no fractures.   ",,M
4100991,0041044,Lhoist Group,L13547,"Lhoist North America of Texas, LLC",,220250210009,30,MILL OPERATION/PREPARATION PLANT,2025-01-10,2025,1,2025,2,300.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,24,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",063,Komatsu,WA 500,1700.0,12,POWERED HAULAGE,02,Struck against a moving object,1.0,0.12,0.12,.12,368,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",053,Front-end loader,076,SURFACE MINING MACHINES,330,"SPRAIN,STRAIN RUPT DISC",700,MULTIPLE PARTS (MORE THAN ONE MAJOR),0.0,4.0,0.0,N,01/28/2025,? ,NO VALUE FOUND,,"Employee was using a Front End Loader to feed material to the plants.  As EE backed up to get another load of material, the employee backed into another parked front end loader.  The employee received a work restriction due to a muscle strain to EE's neck and right shoulder from the impact.  Employee is due back at the doctor on 1/17/2025.",320250310003,M
4101241,0071891,Vulcan Materials Company,L16168,"Vulcan Construction Materials, LLC",,220240640007,30,MILL OPERATION/PREPARATION PLANT,2024-02-28,2024,1,2024,2,1648.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,21,OTHER,26,"Bodily reaction, NEC",1.0,15.0,0.73,25,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,002,BODILY MOTION,330,"SPRAIN,STRAIN RUPT DISC",430,CHEST (RIBS/BREAST BONE/CHEST ORGNS),0.0,11.0,0.0,N,03/16/2024,? ,NO VALUE FOUND,,"EE was reinstalling the AC belt on a pickup truck. In order to place the belt on, EE was using a wedge tool to guide the belt back on. EE was leaning on the core body/radiator and as EE went to move away from the hood, felt a pop in left rib cage. EE sought medical attention the next day and was diagnosed with sprained left rib.",320240800007,M
4102976,0071891,Vulcan Materials Company,L16168,"Vulcan Construction Materials, LLC",,220231300005,30,MILL OPERATION/PREPARATION PLANT,2023-05-06,2023,2,2023,3,200.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,29,Hand tools (powered),121,Not Reported,,1700.0,17,MACHINERY,08,Struck by... NEC,1.0,2.81,2.81,2.81,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",031,Hand tools (powered),057,"HAND TOOLS,POWERED,NEC",180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0.0,11.0,0.0,N,05/23/2023,? ,NO VALUE FOUND,,While drilling out a cable fitting the drill bit pierced the employees glove and the outer portion of their left thumb. The employee received stitches.,320240430002,M
4103019,M06982,Buzzi Unicem S P A,0116045,Alamo Cement Company ,,220221260004,30,MILL OPERATION/PREPARATION PLANT,2022-04-30,2022,2,2022,3,1800.0,3,DAYS AWAY FROM WORK ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1400.0,09,HANDLING OF MATERIALS,08,Struck by... NEC,1.0,15.0,15.0,15,328,"Utility man, Shift tech, Service/Dump truck operator",013,"Climb scaffolds, Ladders",086,METAL COVERS & GUARDS,330,"SPRAIN,STRAIN RUPT DISC",200,NECK,0.0,0.0,3.0,N,05/04/2022,? ,NO VALUE FOUND,,Employee was standing on a ladder closing a door shut on ball mill inlet throat. The door was not secured in place and as employee stepped down the ladder the door swung open striking employees hard hat. ,,M
4104449,M08888,John H  Waters,0185453,"Cimbar Resources, Inc.",,220242900011,30,MILL OPERATION/PREPARATION PLANT,2024-10-11,2024,4,2025,1,1320.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,624.0,09,HANDLING OF MATERIALS,21,"Caught in, under or between a moving and a stationary object",1.0,3.08,1.77,3.08,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,078,BELTS (NOT CONVEYOR),390,"OTHER INJURY,NEC",340,FINGER(S)/THUMB,0.0,83.0,0.0,N,01/09/2025,? ,NO VALUE FOUND,,"While installing the drive belts on mill, they were turning the sheaves & rolling the belts over the grooves. During the 4th belt, the injured EE had left hand on the belt near the sheave. The belts were pulled toward the EE resulting in left little finger getting caught between the belt & the sheave. EE's finger was pinched between the belt & sheave as it made the rotation.",320250660003,M
4202431,0176801,Horizon Corporation,0153553,"Milford Mining Company Utah, LLC",,220241560022,30,MILL OPERATION/PREPARATION PLANT,2024-05-24,2024,2,2024,3,930.0,3,DAYS AWAY FROM WORK ONLY,49,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,16,"Fall to lower level, NEC",1.0,0.94,0.94,.94,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",028,Handling supplies or material,010,"FLOOR,WALKING SURF-NOT UG",370,MULTIPLE INJURIES,512,KNEE/PATELLA,0.0,0.0,1.0,N,05/27/2024,? ,NO VALUE FOUND,,Employee was washing down under CCD's. Employee was spraying down material to the sump area and was standing on a pipe when employee slipped off and twisted left knee. Employee went home for the remainder of that day and the following due to the knee being sore.,,M
4400068,M13647,Titan Cement International S A,L13032,"Roanoke Cement Co., LLC",,220232290002,30,MILL OPERATION/PREPARATION PLANT,2023-08-07,2023,3,2023,4,1530.0,5,DAYS RESTRICTED ACTIVITY ONLY,51,?,NO VALUE FOUND,?,NO VALUE FOUND,29,Hand tools (powered),121,Not Reported,,700.0,17,MACHINERY,30,Over-exertion NEC,1.0,9.02,9.02,9.02,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",031,Hand tools (powered),057,"HAND TOOLS,POWERED,NEC",330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,10.0,0.0,N,08/21/2023,? ,NO VALUE FOUND,,An employee was using an air hammer to clean bolts at the secondary sizer.  They were sitting on a 10 inch lip of the sizer bending over.  The employee reported back pain and sought medical treatment the next day.  They were placed on restricted work duties.,320232340002,M
4403743,M01166,The Disthene Group Inc,L01320,Kyanite Mining Corp,,220221510023,30,MILL OPERATION/PREPARATION PLANT,2022-05-26,2022,2,2022,3,830.0,4,DYS AWY FRM WRK & RESTRCTD ACT,51,?,NO VALUE FOUND,?,NO VALUE FOUND,18,Dredge,119,Not on this list,370HP,700.0,09,HANDLING OF MATERIALS,08,Struck by... NEC,1.0,0.56,0.56,.56,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",028,Handling supplies or material,088,"METAL,NEC(PIPE,WIRE,NAIL)",400,"UNCLASSIFIED,NOT DETERMED",510,"LEG, NEC",0.0,44.0,43.0,N,10/01/2022,? ,NO VALUE FOUND,,"Employee was lowering hydraulic cylinder to deck of dredge using cable tension & hinged bottom of cylinder. EE planned to install a grease line extension so the cylinder wouldn't need to be lowered again. As the cylinder descended, EE realized the cable was not tensioned as the cylinder came down quickly. EE moved to side as the cylinder struck their right leg.",320231230003,M
4404982,0085453,Metinvest B V,P17538,The Black Diamond Company,A3156,220241940019,30,MILL OPERATION/PREPARATION PLANT,2024-07-04,2024,3,2024,4,1739.0,3,DAYS AWAY FROM WORK ONLY,51,?,NO VALUE FOUND,?,NO VALUE FOUND,14,"Crane, Cherry picker, Lift basket, Scissor truck, Boom truck",137,JLG,ES1932,700.0,12,POWERED HAULAGE,02,Struck against a moving object,1.0,15.0,3.69,15,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",093,Welding or cutting,076,SURFACE MINING MACHINES,370,MULTIPLE INJURIES,460,"TRUNK, MULTIPLE PARTS",0.0,,,,,02,SERIOUS INJURY,07/04/2024,A contracted fabricator was using a man lift on the 2nd floor of the plant to weld on the bottom of the froth cells. A section of the 2nd floor fell causing the manlift and contracted fabricator to fall to the first floor. ,,C
4500359,M06183,CRH PLC,L02019,Ash Grove Cement Company,,220222560012,30,MILL OPERATION/PREPARATION PLANT,2022-08-30,2022,3,2022,4,2040.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",53,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,2000.0,03,EXPLODING VESSELS UNDER PRESSURE,05,Struck by flying object,1.0,0.27,0.27,.27,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,003,"BOILR,PRES VSL,AIR HOS,OX",160,"CONTUSN,BRUISE,INTAC SKIN",130,EYE(S) OPTIC NERVE/VISON,0.0,0.0,0.0,N,08/30/2022,? ,NO VALUE FOUND,,"Employee was cleaning the seal on the finish mill door when the 3/8 hose coupling failed, allowing the hose to strike the employee in the face resulting in a bruised eye, the employee was prescribed eye drop on 9/6/2022 making the injury reportable.""",,M
4608376,0144441,John M  Potter,0180113,Screaming Eagle Coal LLC,C5018,220240600001,30,MILL OPERATION/PREPARATION PLANT,2024-02-15,2024,1,2024,2,9999.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",54,?,NO VALUE FOUND,?,NO VALUE FOUND,29,Hand tools (powered),130,DeWalt,,9999.0,17,MACHINERY,08,Struck by... NEC,1.0,6.0,0.08,6,352,"Steel worker, Iron metal worker, Iron worker",024,Grinding,052,"ABRAS STONE,WHEEL GRINDER",180,"CUT,LACER,PUNCT-OPN WOUND",513,LOWER LEG/TIBIA/FIBULA,0.0,0.0,0.0,N,02/16/2024,? ,NO VALUE FOUND,,Employee was cutting a piece of angle iron with a grinder. The grinder kicked back and struck the employee in the left lower leg causing an approximate 2-inch laceration which required 12 stitches. ,,C
4700146,M10266,Carmeuse Holding SA,0050945,"Carmeuse Lime and Stone, Inc",,220243580006,30,MILL OPERATION/PREPARATION PLANT,2024-12-18,2024,4,2025,1,2000.0,5,DAYS RESTRICTED ACTIVITY ONLY,55,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,1800.0,10,HANDTOOLS (NONPOWERED),08,Struck by... NEC,1.0,10.38,10.38,10.38,675,"Plumber, Pipefitter, Millwright",030,Hand tools (not powered),050,WRENCH,160,"CONTUSN,BRUISE,INTAC SKIN",512,KNEE/PATELLA,0.0,25.0,0.0,N,01/27/2025,? ,NO VALUE FOUND,,"Millwright was loosening the bottom nut on the coal mill journal.  When pulling to loosen the nut, it suddenly broke free and the wrench slipped off and struck the inside of EE's left knee.",320250270006,M
4800152,0136743,Genesis Energy LP,0138395,"Genesis Alkali, LLC",,220240360017,30,MILL OPERATION/PREPARATION PLANT,2024-02-01,2024,1,2024,2,730.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",56,?,NO VALUE FOUND,?,NO VALUE FOUND,06,"Blow pipe, Blow gun, Air lance",121,Not Reported,,600.0,17,MACHINERY,05,Struck by flying object,1.0,0.77,0.77,.77,368,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",004,"Blow gun, Airlance",094,LOOSE DIRT AND MUD,320,DUST IN EYES,130,EYE(S) OPTIC NERVE/VISON,0.0,0.0,0.0,N,02/01/2024,? ,NO VALUE FOUND,,Employee was blowing out drag conveyor and got dirt in their eye that caused irritation. EE was given a prescription.,,M
4800155,0081153,Tata Chemicals Ltd,L11009,Tata Chemicals (Soda Ash) Partners LLC,,220241360011,30,MILL OPERATION/PREPARATION PLANT,2024-05-06,2024,2,2024,3,1115.0,3,DAYS AWAY FROM WORK ONLY,56,?,NO VALUE FOUND,?,NO VALUE FOUND,48,"Pump, Slurry pump, Sump pump",121,Not Reported,,630.0,17,MACHINERY,33,Contact with hot objects or substances,2.0,6.33,6.33,1.33,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",039,Machine maintenance,073,"LIQUIDS,NEC",120,BURN OR SCALD (HEAT),700,MULTIPLE PARTS (MORE THAN ONE MAJOR),0.0,0.0,32.0,N,06/25/2024,? ,NO VALUE FOUND,,"Two employees were troubleshooting pump on the new purge cyclone system in GR 3, when both employees were sprayed by hot liquor causing serve burns (1st, 2nd, and 3rd degree burns).  One employee received 11% burns to left upper chest and arm. Other employee received 17% burn to the right back and shoulder, and neck.   ",320241830026,M
4800155,0081153,Tata Chemicals Ltd,L11009,Tata Chemicals (Soda Ash) Partners LLC,,220242680024,30,MILL OPERATION/PREPARATION PLANT,2024-09-13,2024,3,2024,4,645.0,3,DAYS AWAY FROM WORK ONLY,56,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,600.0,10,HANDTOOLS (NONPOWERED),33,Contact with hot objects or substances,1.0,25.38,25.38,.38,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",030,Hand tools (not powered),095,"MINERAL ITEMS,NEC",120,BURN OR SCALD (HEAT),514,"LEG, MULTIPLE PARTS",0.0,,,,,? ,NO VALUE FOUND,,"Employee notice product (soda ash) was not feeding adequately on to the 1410 belt.  Employee began to rod out blockage. While rodding out though the gate on #2 Bin, the blockage broke free and hot soda ash overwhelmed employee trying to get out of the way of the product. Employee received burns to mid-thigh and calve areas on both legs.",,M
4801405,M00854,Halliburton Company,L17683,Bentonite Performance Minerals LLC,,220221390026,30,MILL OPERATION/PREPARATION PLANT,2022-05-17,2022,2,2022,3,1345.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",56,?,NO VALUE FOUND,?,NO VALUE FOUND,23,"Forklift, Plant cat, Telehandler, Hyster, Lift truck, Skid steer ",018,Caterpillar,TH255C,700.0,12,POWERED HAULAGE,08,Struck by... NEC,1.0,28.0,20.77,20.77,302,"Electrician, Lineman",052,Fork lift,105,"FORKLIFTS,STACKERS,TRCTR",180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0.0,0.0,0.0,N,05/18/2022,? ,NO VALUE FOUND,,"Employee was using a forklift. The forks were too wide, parked the machine, chocked the wheels, and went to move the forks. The procedure - raise the boom, tip forward to release pressure on the forks, slide the forks into position. EE lifted the end with right hand and pushed with the left. EE lost control of the raised fork and it smacked down on the left pinky.",,M
5400280,M09052,Melba  Figueroa; Edgar  Figueroa,L11721,"Productora de Agregados, Inc.",,220240260006,30,MILL OPERATION/PREPARATION PLANT,2024-01-18,2024,1,2024,2,1238.0,3,DAYS AWAY FROM WORK ONLY,72,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,630.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,3.31,3.31,3.31,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",092,"Walking, Running",117,GROUND,330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,0.0,7.0,N,01/30/2024,? ,NO VALUE FOUND,,"Walking on the ground, the ankle of the right foot is bent.",320240310008,M
102660,0138921,Blue Water Industries Holdings LLC,L02727,Blue Water Industries,,220221940014,30,MILL OPERATION/PREPARATION PLANT,2022-07-06,2022,3,2022,4,1200.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",1,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,09,HANDLING OF MATERIALS,01,Struck against stationary object,1.0,1.63,0.63,.63,368,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",039,Machine maintenance,088,"METAL,NEC(PIPE,WIRE,NAIL)",180,"CUT,LACER,PUNCT-OPN WOUND",320,WRIST,0.0,0.0,0.0,N,07/07/2022,? ,NO VALUE FOUND,,While breaking the studs off of a belt fastener the worker sustained a laceration to the top part of wrist requiring 4 stitches.,,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,A5408,220223530025,30,MILL OPERATION/PREPARATION PLANT,2022-12-07,2022,4,2023,1,1045.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,18,SLIP OR FALL OF PERSON,17,Fall to the walkway or working surface,1.0,0.12,0.12,.12,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",092,"Walking, Running",117,GROUND,400,"UNCLASSIFIED,NOT DETERMED",512,KNEE/PATELLA,0.0,1.0,0.0,Y,12/16/2022,? ,NO VALUE FOUND,,Employee was installing slope drip when the employee stepped on a rock. Lost Footing causing the employee to fall. Employee felt pain above left knee.,,M
200134,M13109,Grupo Mexico S A,L17191,"ASARCO LLC, a Delaware Limited Liability Company",,220241150007,30,MILL OPERATION/PREPARATION PLANT,2024-04-12,2024,2,2024,3,1730.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,29,Hand tools (powered),121,Not Reported,,600.0,17,MACHINERY,08,Struck by... NEC,1.0,20.0,3.0,3,494,"Prep plant foreman, Supervisor, Mill plant supervisor, Kiln supervisor",031,Hand tools (powered),057,"HAND TOOLS,POWERED,NEC",220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0.0,0.0,0.0,N,04/15/2024,? ,NO VALUE FOUND,,Using hytorc gun on loader when it came loose striking the L middle finger causing laceration and fracture to the finger. ,,M
200144,0067299,Freeport-McMoRan Inc,L17248,Freeport-McMoRan Sierrita Ops.,,220220140019,30,MILL OPERATION/PREPARATION PLANT,2022-01-03,2022,1,2022,2,600.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,430.0,09,HANDLING OF MATERIALS,38,"Absorption of radiations, caustics, toxic and noxious substances",1.0,3.94,3.94,3.94,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",028,Handling supplies or material,021,"ACIDS,ALKALI,WET CEMENT",130,"BURN,CHEMICL-FUME,COMPOUN",530,FOOT(NOT ANKLE/TOE)/TARSUS/METATARSUS,0.0,3.0,0.0,N,01/12/2022,? ,NO VALUE FOUND,,An ee was switching lime pots & left a drain valve open. This caused the lime to spill out & fill the spill pad. The EE had a hole in boot & lime got into the boot & made contact with EE's foot. The lime caused multiple burns to the foot. EE was issued restrictions. ,,M
200150,M13109,Grupo Mexico S A,L17191,Asarco LLC,,220250580009,30,MILL OPERATION/PREPARATION PLANT,2025-02-15,2025,1,2025,2,330.0,3,DAYS AWAY FROM WORK ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,1830.0,10,HANDTOOLS (NONPOWERED),27,Over-exertion in lifting objects,1.0,10.0,10.0,10,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",030,Hand tools (not powered),051,"HAND TOOLS,NONPOWERED,NEC",330,"SPRAIN,STRAIN RUPT DISC",311,UPPER ARM/HUMERUS,0.0,,,,,? ,NO VALUE FOUND,,"Assigned to change out a steering pump and in process used a come-along to hoist up pump into place, felt a pop in left bicep",,M
200843,0109181,Waterton Global Resource Management Cayman Corp,0137573,"Origin Mining Company, LLC.",E757,220250150028,30,MILL OPERATION/PREPARATION PLANT,2025-01-08,2025,1,2025,2,1550.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,15,Fall down stairs,1.0,0.38,0.38,.04,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",092,"Walking, Running",011,STEPS,200,DISLOCATION,450,SHOULDERS (COLLARBONE/CLAVICLE/SCAPULA),0.0,0.0,0.0,N,01/09/2025,? ,NO VALUE FOUND,,"Employee was descending stairway in floatation building. Employee missed a step and fell, while attempting to catch themselves employee dislocated left shoulder.",,M
203131,0067299,Freeport-McMoRan Inc,0073264,Freeport-McMoRan Safford Inc,,220232550006,30,MILL OPERATION/PREPARATION PLANT,2023-09-03,2023,3,2023,4,448.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,500.0,19,STEPPING OR KNEELING ON OBJECT,01,Struck against stationary object,1.0,8.0,5.46,5,368,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",092,"Walking, Running",089,"BROKEN ROCK,COAL,ORE,WSTE",330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,14.0,0.0,N,10/03/2023,? ,NO VALUE FOUND,,Employee was walking from the parking lot to the lunchroom and rolled EE's right ankle on a rock just before the access into the Hydro met office building.,320232790002,M
400156,0041044,Lhoist Group,L13416,Lhoist North America of Arizona Inc.,,220222990023,30,MILL OPERATION/PREPARATION PLANT,2022-10-19,2022,4,2023,1,2400.0,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,44,Ore haulage trucks - off highway trucks,063,Komatsu,HD605,1530.0,18,SLIP OR FALL OF PERSON,18,Fall onto or against objects,1.0,3.0,3.0,3,376,"Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver",023,Getting on or off equipment,104,"HGHWY ORE CARIER,LRGE TRK",330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,39.0,0.0,N,05/31/2023,? ,NO VALUE FOUND,,Quarry Haul Truck driver missed last step and fell to ground. Right leg was caught in last step on the ladder and hurt right ankle. EE was taken to the doctor and they were diagnose with a strain of right Achilles tendon and Contusion of right foot. EE was given an immobilizing device.,320231520006,M
800051,M13647,Titan Cement International S A,0051559,Titan Florida LLC,,220231570004,30,MILL OPERATION/PREPARATION PLANT,2023-05-25,2023,2,2023,3,1040.0,5,DAYS RESTRICTED ACTIVITY ONLY,12,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,09,HANDLING OF MATERIALS,38,"Absorption of radiations, caustics, toxic and noxious substances",2.0,4.38,4.38,4.38,632,"Cement worker, Concrete worker,  Form man, Mandoseal man",072,"Surface equipment, NEC",021,"ACIDS,ALKALI,WET CEMENT",130,"BURN,CHEMICL-FUME,COMPOUN",130,EYE(S) OPTIC NERVE/VISON,0.0,5.0,0.0,N,06/01/2023,? ,NO VALUE FOUND,,"Unexpectedly, the material fell from the west side of the TA duct, splashed on the ground and spread widely, creating a dust cloud covering the barricaded area and reaching the worker placing a manlift outside the barricaded area. The employee suffered from corneal abrasion and received prescribed medication and work restrictions.",,M
800115,0115503,Clariant AG,0135674,Clariant Corporation,,220231300006,30,MILL OPERATION/PREPARATION PLANT,2023-04-26,2023,2,2023,3,1945.0,5,DAYS RESTRICTED ACTIVITY ONLY,12,?,NO VALUE FOUND,?,NO VALUE FOUND,46,"Packaging machine, Bagger, Sewing machine, Palletizer",121,Not Reported,,1900.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,0.23,0.23,.23,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",028,Handling supplies or material,010,"FLOOR,WALKING SURF-NOT UG",330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,6.0,0.0,N,05/02/2023,? ,NO VALUE FOUND,,"Contract operator stepped into an opening under a pallet lift and twisted their ankle. First aid was immediately provided. Employee visited a local clinic and was diagnosed with an ankle sprain. Employee returned to work with modified job duties. Protective toe plate had been removed under the pallet lift, creating the hazard.",,M
